state,emp_length,term,homeownership,annual_income,verified_income,debt_to_income,total_credit_limit,total_credit_utilized,num_cc_carrying_balance,loan_purpose,loan_amount,grade,interest_rate,public_record_bankrupt,loan_status
NJ,1,36,OWN,33000,Not Verified,20.58,43680,9854,3,credit_card,1950,B,9.43,1,Current
NJ,3,36,RENT,46800,Source Verified,16.62,49968,19694,2,house,8000,A,7.34,0,Current
SC,10,36,RENT,48000,Not Verified,15.38,33465,24690,3,debt_consolidation,8500,A,7.96,1,Current
TX,4,36,MORTGAGE,67764,Source Verified,17.62,36414,20547,4,debt_consolidation,12000,C,13.58,1,Current
CA,4,60,OWN,26000,Verified,10.85,64964,12447,0,credit_card,24000,B,9.43,0,Current
IL,3,60,MORTGAGE,245000,Verified,36.25,673970,253507,2,debt_consolidation,12475,D,21.85,0,Current
OH,2,60,RENT,45000,Not Verified,27.28,43629,26502,7,credit_card,11500,D,21.85,1,Current
CO,0,36,RENT,24000,Verified,1.25,56150,62410,1,other,1000,E,22.91,1,Current
CA,10,36,MORTGAGE,80000,Not Verified,0.75,351650,389,2,home_improvement,15000,C,12.61,0,Current
AK,10,36,MORTGAGE,52000,Verified,12.08,346008,21479,6,credit_card,13250,B,9.93,0,Current
KY,9,36,MORTGAGE,70000,Source Verified,13.75,71363,11326,5,house,10000,A,6.72,0,Current
GA,3,36,RENT,100000,Source Verified,8.59,30633,26536,6,credit_card,18000,D,19.42,0,Current
CA,10,36,MORTGAGE,95000,Source Verified,18.89,447224,43133,4,vacation,2400,B,9.92,1,Current
MS,10,60,MORTGAGE,78000,Not Verified,19.97,198876,42810,9,debt_consolidation,21700,C,14.07,0,Current
MI,10,36,RENT,65000,Verified,37.06,314622,67203,9,debt_consolidation,36525,B,10.42,0,Current
SC,2,36,MORTGAGE,85000,Not Verified,17.61,50967,20742,6,credit_card,5000,A,7.35,0,Current
NM,10,36,MORTGAGE,138000,Not Verified,27.51,258453,162295,2,debt_consolidation,28000,A,6.71,0,Current
OK,10,36,MORTGAGE,72900,Not Verified,21.05,279032,55690,5,debt_consolidation,35000,C,12.62,0,Current
DE,10,60,MORTGAGE,100000,Not Verified,38.45,633688,238418,11,credit_card,40000,D,21.45,0,Current
NJ,10,60,MORTGAGE,95000,Not Verified,6.27,37828,12238,3,home_improvement,20000,C,16.02,1,Current
CA,10,36,RENT,28000,Source Verified,11.36,41049,28534,4,debt_consolidation,7000,B,10.9,0,Current
NC,6,36,MORTGAGE,115000,Source Verified,9.11,360366,21835,5,debt_consolidation,20000,B,11.99,0,Current
NY,10,36,RENT,250000,Source Verified,5.44,109785,35675,4,credit_card,40000,A,7.34,0,Current
CA,7,36,RENT,80000,Not Verified,15.46,79515,65800,12,credit_card,10000,C,12.61,0,Current
NY,1,36,RENT,40000,Source Verified,7.2,53912,10174,3,car,8000,A,6.71,0,Current
SC,10,36,RENT,50000,Not Verified,2.42,6800,3234,2,credit_card,4000,B,9.43,0,Current
MA,0,36,RENT,70000,Not Verified,34.13,178693,144836,4,credit_card,30000,C,13.59,0,Current
CA,3,36,RENT,109000,Not Verified,17.68,128694,23558,1,debt_consolidation,20000,A,6.08,0,Current
CT,6,36,MORTGAGE,220000,Source Verified,18.01,378528,117424,2,home_improvement,24000,A,7.96,0,Current
MN,10,36,RENT,35000,Not Verified,25.65,53561,24583,4,credit_card,4000,A,7.35,0,Current
CA,0,60,RENT,47328,Source Verified,10.19,21200,12628,3,other,14000,B,10.9,0,Current
NC,9,36,MORTGAGE,90000,Source Verified,24.17,213900,58238,8,debt_consolidation,24000,A,6.07,0,Current
UT,0,36,RENT,17000,Source Verified,5.44,7000,841,3,other,2800,D,19.03,0,Current
NV,10,60,MORTGAGE,240000,Source Verified,9.49,231428,214173,9,debt_consolidation,32000,C,14.08,0,Current
NY,8,36,MORTGAGE,62000,Source Verified,27.7,106801,79437,6,credit_card,12000,B,10.42,0,Current
NC,1,36,MORTGAGE,66000,Not Verified,1.45,108537,857,3,home_improvement,9600,B,9.44,1,Current
GA,10,36,MORTGAGE,39000,Source Verified,9.78,109693,14344,6,credit_card,9600,A,5.31,0,Current
CA,3,36,RENT,76000,Not Verified,11.81,41200,19348,5,debt_consolidation,3500,A,7.97,0,Current
FL,10,36,MORTGAGE,80000,Not Verified,14.44,272788,43916,9,debt_consolidation,8000,A,5.32,0,Current
IL,10,36,MORTGAGE,110000,Verified,31.18,276606,112029,4,debt_consolidation,12000,B,10.91,0,Current
TX,10,36,MORTGAGE,89000,Source Verified,38.98,202173,135598,12,debt_consolidation,32400,B,10.91,0,Current
FL,10,60,RENT,31800,Source Verified,14.72,77870,71219,2,debt_consolidation,15000,C,12.61,0,Current
MO,0,36,MORTGAGE,60000,Source Verified,17.58,256640,66507,4,debt_consolidation,8300,C,13.59,0,Current
MA,10,36,MORTGAGE,140000,Source Verified,20.57,496187,84245,11,debt_consolidation,25600,A,5.32,0,Current
CO,10,60,RENT,100000,Verified,22.64,106401,56157,13,debt_consolidation,20000,C,13.58,0,Current
NH,2,60,MORTGAGE,180000,Not Verified,9.92,213115,39894,8,debt_consolidation,27900,C,16.01,0,Current
PA,10,36,MORTGAGE,80000,Not Verified,14.52,248359,45562,2,other,4000,A,7.35,0,Current
VT,10,36,MORTGAGE,71000,Verified,18.61,380182,30014,6,other,1000,B,9.92,0,Current
MI,6,60,MORTGAGE,62000,Source Verified,16.82,241400,32794,6,credit_card,24000,B,9.43,0,Current
AZ,10,36,MORTGAGE,156000,Verified,13.22,795502,75510,10,credit_card,40000,A,7.35,0,Current
IN,6,36,MORTGAGE,77000,Not Verified,7.84,238075,12146,4,debt_consolidation,22000,B,9.43,1,Current
WA,10,36,RENT,125000,Not Verified,5.65,57344,21474,11,debt_consolidation,6400,B,9.44,1,Current
MA,10,36,RENT,100000,Source Verified,24.8,84494,71412,4,debt_consolidation,12000,D,17.09,0,Current
CA,1,36,MORTGAGE,85000,Verified,24.42,96247,67146,12,debt_consolidation,30000,D,18.06,0,Current
CA,1,60,OWN,76000,Source Verified,18.08,43606,30867,2,debt_consolidation,12000,D,21.85,0,Current
CA,6,36,RENT,96000,Not Verified,10.66,57200,25733,5,credit_card,20000,A,6.72,0,Current
NJ,4,36,MORTGAGE,139500,Source Verified,21.22,519231,252708,2,debt_consolidation,24000,B,9.43,0,Current
MN,2,60,MORTGAGE,74200,Verified,16.19,286462,30887,1,debt_consolidation,38400,B,10.42,0,Current
GA,9,60,MORTGAGE,75000,Not Verified,10.15,27522,17401,6,debt_consolidation,10000,C,15.04,0,Current
CA,4,36,RENT,70000,Source Verified,2.59,15600,768,1,debt_consolidation,30000,D,18.06,0,Current
CA,10,36,RENT,113000,Source Verified,12.86,69796,50305,6,debt_consolidation,9000,C,15.04,0,Current
UT,3,36,RENT,104000,Verified,33.84,154069,92720,7,debt_consolidation,28000,C,13.59,0,Current
VA,10,60,MORTGAGE,12000,Verified,204.13,406818,86236,9,debt_consolidation,29000,A,7.35,0,Current
TX,0,36,RENT,14400,Verified,3.83,6300,2300,1,major_purchase,5000,C,15.05,0,Late (31-120 days)
WA,1,60,RENT,30163,Verified,27.7,44062,31396,5,debt_consolidation,26000,E,26.77,0,Current
TX,10,36,MORTGAGE,120000,Verified,7.81,249410,42153,0,debt_consolidation,25000,A,7.35,0,Current
NJ,10,36,OWN,79500,Source Verified,17.98,265711,53623,7,debt_consolidation,25000,B,11.98,0,Current
OR,1,36,RENT,35000,Not Verified,22.57,34471,16106,3,debt_consolidation,14000,C,13.59,0,Current
VA,9,36,RENT,51200,Not Verified,9.14,30630,17657,3,debt_consolidation,6000,B,11.98,0,Current
NY,7,36,RENT,46000,Not Verified,36.45,91659,41002,2,debt_consolidation,12000,A,7.35,0,Current
IL,10,36,MORTGAGE,110000,Not Verified,13.6,204219,43001,15,credit_card,20000,B,9.92,0,Current
NY,8,36,RENT,62000,Not Verified,30.38,82932,55495,6,credit_card,10000,C,14.08,0,Current
FL,7,60,MORTGAGE,78000,Source Verified,15.34,331619,64230,3,house,10000,B,9.93,0,Current
CA,1,36,RENT,33800,Source Verified,16.66,26369,12811,4,credit_card,5000,D,17.47,0,Current
AZ,5,36,MORTGAGE,105000,Source Verified,16.55,290150,49514,1,home_improvement,10000,B,9.43,0,Current
GA,8,36,OWN,50960,Not Verified,6.88,177546,8248,5,other,10000,A,7.97,1,Current
MI,1,60,OWN,87000,Not Verified,19.97,100933,45223,7,credit_card,15000,B,9.43,0,Current
CA,2,36,RENT,53000,Verified,24.34,70700,44039,4,debt_consolidation,17000,C,14.08,0,Current
FL,0,36,RENT,75000,Not Verified,17.23,126928,135100,2,debt_consolidation,10000,C,14.07,0,Current
OH,10,36,MORTGAGE,50000,Source Verified,80.75,333189,122964,8,home_improvement,8000,B,9.93,0,Current
IN,1,36,RENT,56000,Not Verified,11.62,43051,25988,4,debt_consolidation,10000,B,10.42,0,Current
MI,3,60,RENT,60000,Verified,20.16,44529,38961,4,credit_card,16000,E,25.82,0,Current
MA,10,60,MORTGAGE,78900,Source Verified,34.02,82341,56537,3,debt_consolidation,14000,E,25.82,0,Current
IL,3,36,MORTGAGE,118000,Not Verified,19.71,322264,138654,15,debt_consolidation,11300,A,7.35,0,Current
TN,10,60,MORTGAGE,85000,Source Verified,19.95,107363,56328,6,debt_consolidation,15000,C,15.05,1,Current
AK,1,36,RENT,40000,Not Verified,15.53,48825,12864,3,credit_card,10000,A,7.96,0,Current
AL,10,36,OWN,65000,Verified,38.29,197348,93177,12,credit_card,25000,C,13.58,0,Current
IN,9,36,MORTGAGE,75999,Not Verified,34.38,427674,61999,6,credit_card,19200,A,7.34,0,Current
CA,10,36,MORTGAGE,130000,Not Verified,9.53,333400,21579,1,other,14000,A,6.08,0,Fully Paid
CO,1,36,RENT,45000,Source Verified,27.92,85141,66587,8,debt_consolidation,13000,C,12.61,0,Current
AL,10,60,MORTGAGE,45000,Source Verified,25.31,120239,18703,4,debt_consolidation,28000,C,16.02,1,Current
GA,10,60,MORTGAGE,114000,Not Verified,18.57,270750,68969,6,debt_consolidation,26000,B,11.99,0,Current
NE,5,36,RENT,55000,Not Verified,20.05,79216,32701,2,debt_consolidation,7000,A,6.08,0,Current
CT,1,60,RENT,50000,Source Verified,23.97,40505,32000,7,debt_consolidation,25000,G,30.79,0,Current
WA,10,36,OWN,37000,Verified,30.51,22100,20882,4,debt_consolidation,20000,C,16.02,0,Current
NY,2,60,RENT,65000,Source Verified,21.92,75090,62056,6,debt_consolidation,20000,C,12.61,0,Current
FL,0,36,MORTGAGE,120000,Not Verified,14.24,234786,15152,5,debt_consolidation,12000,C,12.61,0,Current
NJ,2,36,RENT,56000,Not Verified,6.79,11227,5428,2,debt_consolidation,8650,C,14.08,0,Current
FL,5,36,RENT,70000,Not Verified,3.82,43000,12090,2,debt_consolidation,7500,D,17.09,0,Charged Off
FL,10,36,MORTGAGE,196000,Not Verified,14.4,364145,68480,6,debt_consolidation,21000,A,7.96,0,Current
FL,9,36,OWN,150000,Verified,4.66,18523,11676,3,debt_consolidation,12000,B,10.42,0,Current
GA,7,36,OWN,73000,Not Verified,26.04,106477,52823,4,debt_consolidation,10000,A,7.34,1,Current
AZ,10,60,MORTGAGE,66000,Not Verified,26.4,256583,44503,7,home_improvement,25000,B,9.92,0,Current
VA,3,36,RENT,77000,Source Verified,24.06,118301,59821,9,credit_card,18000,B,10.42,0,Current
CA,0,60,RENT,52000,Not Verified,16.39,196996,111470,7,credit_card,18000,A,6.71,0,Current
FL,10,36,RENT,93500,Source Verified,17.16,82765,55098,4,other,9500,C,16.01,0,Current
CO,0,36,MORTGAGE,55000,Not Verified,23.88,50324,34535,5,debt_consolidation,20000,C,14.08,0,Fully Paid
NY,1,36,RENT,90000,Not Verified,8.79,60174,43395,5,debt_consolidation,10000,B,10.9,1,Current
IN,4,36,MORTGAGE,70000,Not Verified,13.5,57300,32079,6,debt_consolidation,30000,A,5.31,0,Current
MA,5,60,RENT,100000,Source Verified,27.72,91211,59802,10,debt_consolidation,28000,D,17.47,0,Current
NJ,10,36,MORTGAGE,85000,Source Verified,29.58,258069,44987,8,home_improvement,25000,B,9.93,1,Current
NY,8,36,MORTGAGE,195000,Source Verified,12.95,466959,50542,7,debt_consolidation,30000,B,9.43,0,Current
NY,6,60,RENT,90000,Source Verified,14.66,67100,42912,5,debt_consolidation,40000,C,14.08,0,Current
AZ,2,36,RENT,35000,Source Verified,8.02,16680,5178,4,other,12000,A,7.35,0,Current
MS,1,60,RENT,81000,Not Verified,18.5,88743,41532,2,house,12000,C,15.05,0,Current
AL,10,36,RENT,30000,Source Verified,19.8,17200,10937,5,credit_card,8000,C,14.07,0,Current
NC,8,36,MORTGAGE,50000,Source Verified,13.08,24718,19917,3,debt_consolidation,10000,B,11.99,0,Current
MN,1,36,RENT,100000,Not Verified,9.17,76253,32931,1,credit_card,6650,A,5.31,0,Current
TX,7,36,MORTGAGE,70000,Not Verified,6.36,135003,12467,5,credit_card,10000,A,5.32,0,Current
FL,3,36,RENT,39053,Not Verified,22.86,56303,36509,4,credit_card,5200,B,11.99,0,Current
CA,3,60,RENT,55000,Source Verified,12.52,41334,22722,1,debt_consolidation,15525,C,15.04,0,Current
CA,10,36,MORTGAGE,60000,Source Verified,9.8,401380,19836,10,debt_consolidation,6000,A,6.72,0,In Grace Period
NY,9,36,RENT,22000,Source Verified,9.93,50500,5798,3,medical,5000,A,7.97,0,In Grace Period
CT,2,36,MORTGAGE,44190,Source Verified,18.98,214923,45979,2,other,3500,A,5.32,0,Current
CA,10,60,RENT,120000,Source Verified,16.72,103833,55430,9,debt_consolidation,21625,B,10.91,0,Current
GA,5,36,MORTGAGE,67000,Verified,33.01,319800,82624,8,home_improvement,11200,C,15.05,0,Current
CA,10,36,MORTGAGE,137000,Not Verified,14.16,489700,99129,17,debt_consolidation,40000,A,7.35,0,Current
CA,10,36,MORTGAGE,30000,Verified,3.76,172525,4321,2,major_purchase,10000,B,11.99,0,Current
NY,4,60,RENT,44500,Source Verified,19.85,62726,52483,3,debt_consolidation,17000,D,20,0,Current
GA,1,36,MORTGAGE,42000,Source Verified,11.66,143898,14360,3,credit_card,9000,C,13.59,1,Current
MD,10,60,RENT,119000,Verified,8.64,34200,23542,5,debt_consolidation,28000,E,26.77,1,Current
VA,5,36,RENT,41600,Not Verified,5.25,12800,7178,3,credit_card,7000,A,5.31,0,Current
NJ,10,60,MORTGAGE,50000,Verified,10.8,40236,20854,4,debt_consolidation,20000,D,21.85,0,Current
MI,0,36,RENT,19719,Not Verified,3.04,18150,15586,2,credit_card,1000,B,11.99,0,Current
TX,4,36,MORTGAGE,74500,Source Verified,21.62,97004,85097,3,debt_consolidation,7000,A,6.08,0,Current
CA,4,36,RENT,50000,Source Verified,34.04,68456,30568,8,credit_card,5000,D,19.03,0,Current
IL,8,36,MORTGAGE,75000,Source Verified,21.52,185493,107458,5,credit_card,30000,A,7.35,0,Current
MN,10,36,MORTGAGE,67000,Source Verified,22.14,435701,84690,5,debt_consolidation,6000,A,7.96,0,Current
TN,10,36,OWN,80000,Source Verified,33.37,60200,47334,10,debt_consolidation,20000,D,20.39,0,Current
WA,10,36,MORTGAGE,70000,Not Verified,17.64,251365,43258,2,home_improvement,12000,A,7.96,0,Current
IL,4,36,RENT,35000,Not Verified,18.42,68589,21457,4,credit_card,5000,A,5.32,0,Current
AL,3,36,RENT,37000,Not Verified,30.62,124982,135407,11,debt_consolidation,15000,C,14.08,0,Current
IL,10,36,RENT,114000,Verified,13.23,108242,90747,10,debt_consolidation,15000,D,18.45,1,Current
FL,10,36,OWN,20000,Source Verified,34.72,57045,29717,1,credit_card,5000,A,6.72,1,Fully Paid
NJ,10,60,RENT,61000,Not Verified,13.08,96084,69831,1,debt_consolidation,13000,D,17.09,0,Current
MI,9,60,RENT,41600,Verified,27.03,102067,31220,5,debt_consolidation,28275,C,13.58,0,Current
CA,10,60,MORTGAGE,57056.62,Verified,3.85,387758,57499,4,vacation,11000,C,14.08,0,Current
IL,10,60,MORTGAGE,70000,Source Verified,25.73,271396,48009,5,credit_card,25000,A,6.72,0,Current
MI,0,36,OWN,24000,Not Verified,9.2,15400,4503,1,debt_consolidation,3300,B,9.43,0,Current
TX,2,60,RENT,60000,Source Verified,27.16,312344,264416,6,credit_card,30000,B,11.99,0,Current
TX,1,36,RENT,70000,Not Verified,9.69,76838,78201,2,credit_card,7200,B,11.98,0,Current
MT,10,60,MORTGAGE,57000,Verified,16.02,179700,30329,4,house,30000,B,10.42,0,Current
NY,5,36,RENT,150000,Source Verified,7.05,76200,70799,5,debt_consolidation,25000,B,11.98,0,Current
ME,4,60,RENT,33000,Source Verified,27.2,48470,30449,3,credit_card,20000,A,7.96,0,Current
OR,10,36,MORTGAGE,68000,Not Verified,11.22,324652,24577,4,other,4000,B,9.93,0,Fully Paid
CA,8,36,RENT,152000,Source Verified,13.42,69009,60480,7,debt_consolidation,40000,B,9.43,0,Current
GA,0,36,RENT,78000,Verified,17.22,187355,169469,9,debt_consolidation,40000,B,10.41,0,Current
MD,0,36,RENT,50000,Source Verified,15.67,57162,33499,3,debt_consolidation,13000,A,7.34,0,Current
PA,1,36,RENT,50000,Source Verified,18.19,124442,118564,4,debt_consolidation,15000,C,14.07,0,Current
CA,0,60,RENT,57000,Not Verified,14.11,42000,23645,1,debt_consolidation,27000,B,10.42,0,Current
LA,9,36,MORTGAGE,63000,Source Verified,20.27,275007,32606,2,credit_card,13000,A,7.97,0,Current
CA,4,60,MORTGAGE,80000,Verified,10.91,548209,42661,3,debt_consolidation,15000,D,21.45,0,Current
MN,0,36,RENT,50000,Source Verified,1.8,16846,12088,3,vacation,3000,D,21.45,0,Current
CA,3,60,MORTGAGE,114000,Verified,19.66,461620,100251,8,other,21600,E,26.77,0,Current
AL,10,60,MORTGAGE,76500,Verified,27.48,195845,80848,5,debt_consolidation,35000,D,20.39,0,Current
NY,10,36,RENT,72000,Not Verified,24.28,82729,49545,13,vacation,2500,B,10.42,0,Current
LA,10,36,RENT,112000,Source Verified,12.36,42348,24644,3,other,4000,D,17.47,0,Current
WI,6,60,MORTGAGE,37400,Not Verified,21.53,154632,30121,5,credit_card,10000,A,7.34,0,Current
IL,4,36,RENT,26000,Verified,14.08,224669,15004,1,debt_consolidation,6400,A,7.35,0,Current
TX,10,36,MORTGAGE,100000,Source Verified,38.49,254502,106927,2,car,6000,C,13.59,0,Current
NV,3,36,MORTGAGE,74500,Not Verified,1.98,205305,5507,3,car,3000,A,6.07,0,Current
LA,10,36,OWN,95000,Verified,55.61,291230,227477,9,medical,10000,B,9.93,0,Current
CT,10,36,MORTGAGE,70000,Not Verified,11.06,181197,23181,7,debt_consolidation,12000,B,9.44,0,Current
WA,10,36,MORTGAGE,40000,Not Verified,39.03,404473,44067,9,debt_consolidation,16000,B,11.99,0,Current
SC,1,60,RENT,79000,Not Verified,29.17,135468,86207,6,debt_consolidation,30000,E,25.82,0,Current
CA,1,60,RENT,41000,Source Verified,27.43,53595,31394,6,debt_consolidation,10800,D,19.03,0,Current
CO,5,36,RENT,73000,Verified,12.13,474518,65723,4,credit_card,12000,B,10.41,0,Current
OR,1,36,RENT,25000,Source Verified,7.06,6500,6460,2,home_improvement,6000,C,12.61,0,Current
NC,5,36,MORTGAGE,86000,Not Verified,2.96,21400,3479,2,car,6500,A,6.71,0,Current
FL,5,36,RENT,33000,Not Verified,5.78,19900,5546,5,car,6000,B,10.42,0,Current
NY,5,36,RENT,45000,Source Verified,10.6,46100,15478,5,credit_card,10000,A,6.08,0,Current
NJ,2,36,RENT,114000,Source Verified,11.2,57475,40907,6,credit_card,27500,A,7.97,0,Current
IL,5,60,MORTGAGE,48000,Source Verified,44.35,112353,59772,4,debt_consolidation,25875,E,24.85,1,Current
CO,2,36,RENT,45000,Source Verified,16.11,31082,28080,2,debt_consolidation,6000,C,15.04,0,Current
FL,3,60,MORTGAGE,90000,Not Verified,10.15,260924,23845,5,debt_consolidation,40000,D,21.45,1,Current
WI,6,36,RENT,55000,Not Verified,23.35,73554,50831,8,credit_card,2500,D,17.09,0,Current
MI,1,36,RENT,36000,Source Verified,4.87,6250,1566,1,small_business,7000,D,20,0,Late (16-30 days)
CA,3,36,RENT,120000,Not Verified,8.25,50774,14393,9,debt_consolidation,8000,B,9.44,1,Current
AR,2,60,OWN,42000,Not Verified,16.49,26675,7312,5,other,12000,C,15.04,0,Current
MD,10,60,MORTGAGE,79500,Source Verified,16.05,421811,46483,7,debt_consolidation,15000,D,20.39,0,Current
CA,0,36,RENT,42000,Not Verified,5.83,18800,5534,7,debt_consolidation,4000,A,7.97,0,Current
FL,10,36,RENT,35000,Source Verified,21.5,30795,18837,5,other,6500,B,11.98,0,Current
NJ,8,36,OWN,250000,Verified,2.58,72300,14635,2,home_improvement,40000,A,6.07,0,Current
AZ,2,60,MORTGAGE,41000,Verified,41.51,110858,87186,3,home_improvement,32000,D,21.45,0,Late (16-30 days)
NC,10,36,RENT,69000,Not Verified,11.83,47422,29655,4,vacation,10000,B,9.44,0,Current
FL,2,36,RENT,69200,Source Verified,5.03,17700,5276,4,medical,15000,B,9.43,1,Current
FL,10,60,MORTGAGE,220000,Source Verified,7.52,285908,57734,6,debt_consolidation,24000,B,11.99,0,Current
CO,6,60,RENT,68000,Not Verified,17.25,68550,37396,5,debt_consolidation,15000,B,10.42,0,Current
CA,2,36,RENT,50000,Source Verified,37.73,179500,124323,5,credit_card,15000,C,13.59,0,Current
IN,10,36,MORTGAGE,60000,Source Verified,16.12,195174,32843,2,debt_consolidation,10000,A,7.35,0,In Grace Period
CA,9,36,RENT,35000,Verified,10.8,216259,7957,4,car,8000,A,6.71,0,Current
CT,5,36,MORTGAGE,52000,Not Verified,17.75,41537,16079,5,debt_consolidation,6300,B,9.44,1,Current
AR,10,36,MORTGAGE,24000,Verified,18.85,98174,14566,7,home_improvement,4500,A,6.72,0,Current
AK,10,36,MORTGAGE,85000,Source Verified,26.03,233448,68818,5,credit_card,30000,A,7.97,0,Fully Paid
AZ,1,60,RENT,52000,Source Verified,28.5,154090,66371,7,debt_consolidation,12000,C,15.05,0,Current
PA,8,36,MORTGAGE,175000,Source Verified,14.8,486240,62775,7,debt_consolidation,16000,A,6.72,0,Current
TN,2,36,OWN,120000,Not Verified,6.78,460292,20114,5,debt_consolidation,24000,A,5.32,0,Current
FL,10,36,OWN,62000,Not Verified,13.53,28400,15621,8,debt_consolidation,15000,D,17.47,0,Current
IN,9,36,MORTGAGE,45000,Source Verified,16.83,21400,17007,5,debt_consolidation,15000,C,15.05,0,Current
OH,10,36,OWN,35000,Not Verified,16.05,28900,19011,5,credit_card,14000,B,10.91,0,Current
NY,1,60,RENT,43000,Verified,19.15,36832,18236,0,other,35000,D,21.45,0,Current
GA,10,36,MORTGAGE,114000,Not Verified,10.78,423289,29845,7,home_improvement,12000,A,5.32,0,Current
CA,10,36,MORTGAGE,388000,Source Verified,8.93,100722,65573,3,debt_consolidation,35000,C,12.62,0,Current
PA,10,36,MORTGAGE,65000,Not Verified,12.37,34880,17737,8,debt_consolidation,10000,C,12.61,0,Current
NY,1,36,RENT,30000,Source Verified,3.85,8500,2068,4,debt_consolidation,5000,B,10.91,0,Current
TN,10,36,MORTGAGE,90000,Source Verified,12.5,287095,32334,3,debt_consolidation,36500,A,5.32,0,Current
IN,7,36,MORTGAGE,55000,Source Verified,1.64,109277,2964,2,other,4800,A,7.96,0,Current
SC,3,36,MORTGAGE,3300,Not Verified,469.09,474197,81424,9,debt_consolidation,25000,B,11.99,0,Current
MI,10,36,MORTGAGE,90000,Source Verified,23.15,263269,61387,6,credit_card,20000,A,6.08,0,Current
MN,4,36,MORTGAGE,48000,Verified,18.65,159486,32041,5,other,2400,C,13.58,0,Current
AR,10,36,RENT,50000,Not Verified,23.46,59240,31856,5,medical,6000,A,7.35,0,Current
FL,9,36,MORTGAGE,71422,Not Verified,14.96,213440,28523,7,debt_consolidation,20000,A,7.97,0,Current
